City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Muzhi,65.3667,64.6667,-8.25,100,100,5.32,RU,2022-02-08 05:06:19
288,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.09,78,15,5.64,BR,2022-02-08 05:06:19
289,Sioux Lookout,50.1001,-91.917,12.15,95,95,7.25,CA,2022-02-08 05:06:19
290,Srednekolymsk,67.45,153.6833,-35.63,97,64,4.21,RU,2022-02-08 05:06:20
291,Ngunguru,-35.6167,174.5,77.16,96,87,7.65,NZ,2022-02-08 05:06:20
292,Hammerfest,70.6634,23.6821,30.65,64,20,9.22,NO,2022-02-08 05:06:21
293,Jumla,29.2747,82.1838,43.61,49,5,2.68,NP,2022-02-08 05:06:21
294,West Bay,19.3667,-81.4167,75.99,90,2,5.79,KY,2022-02-08 05:06:21
295,Santa Fe,-31.6333,-60.7,69.01,69,0,8.01,AR,2022-02-08 05:04:21
296,Novyy Urengoy,66.0833,76.6333,-8.64,95,100,12.55,RU,2022-02-08 05:06:22
297,Urumqi,43.801,87.6005,13.15,67,55,2.24,CN,2022-02-08 05:06:22
298,Challans,46.8436,-1.8749,48.11,91,88,5.3,FR,2022-02-08 05:06:23
299,Hofn,64.2539,-15.2082,29.73,61,100,40.51,IS,2022-02-08 05:03:11
300,Lumeje,-11.55,20.7833,62.35,94,100,3.87,AO,2022-02-08 05:06:24
301,Sabang,5.8933,95.3214,81.93,71,67,9.73,ID,2022-02-08 05:06:24
302,Ketchikan,55.3422,-131.6461,39.18,98,100,12.88,US,2022-02-08 05:02:36
303,Khatanga,71.9667,102.5,-10.59,90,100,13.38,RU,2022-02-08 05:06:25
304,Nanhai,30.1282,111.7784,41.23,67,93,8.48,CN,2022-02-08 05:06:25
305,Tessalit,20.1986,1.0114,60.24,13,4,6.51,ML,2022-02-08 05:06:26
306,North Bend,43.4065,-124.2243,50.94,100,100,5.75,US,2022-02-08 05:06:26
307,Evanston,42.0411,-87.6901,20.71,78,10,4.0,US,2022-02-08 05:01:31
308,Chapais,49.7834,-74.8492,10.18,95,98,7.67,CA,2022-02-08 05:02:04
309,Ahipara,-35.1667,173.1667,77.07,90,68,5.86,NZ,2022-02-08 05:06:27
310,Naze,28.3667,129.4833,62.87,81,31,19.8,JP,2022-02-08 05:06:27
311,Guadalupe Y Calvo,26.1,-106.9667,27.18,63,0,7.94,MX,2022-02-08 05:06:27
312,Trairi,-3.2778,-39.2689,76.87,84,9,6.17,BR,2022-02-08 05:06:28
313,Chester,40.1254,-75.8749,34.93,97,100,1.01,US,2022-02-08 05:06:28
314,Raga,8.4596,25.678,59.65,23,80,3.96,SS,2022-02-08 05:06:28
315,Broken Hill,-31.95,141.4333,88.83,19,53,10.42,AU,2022-02-08 05:06:29
316,Ajtos,42.7,27.25,38.62,96,100,14.47,BG,2022-02-08 05:06:29
317,Coquimbo,-29.9533,-71.3436,64.11,86,5,1.68,CL,2022-02-08 05:02:09
318,Nuuk,64.1835,-51.7216,-1.59,65,75,1.14,GL,2022-02-08 05:06:30
319,Owando,-0.4819,15.8999,68.36,39,43,0.72,CG,2022-02-08 05:06:30
320,Kruisfontein,-34.0033,24.7314,70.9,48,1,1.72,ZA,2022-02-08 05:06:31
321,Port-Gentil,-0.7193,8.7815,80.28,81,83,9.13,GA,2022-02-08 05:06:31
322,Pemba,-12.974,40.5178,77.23,82,97,7.56,MZ,2022-02-08 05:06:32
323,Bonthe,7.5264,-12.505,75.52,93,76,5.5,SL,2022-02-08 05:03:06
324,Russell,32.3502,-85.1999,44.2,92,0,3.44,US,2022-02-08 05:06:32
325,Katherine,-14.4667,132.2667,91.72,55,40,4.61,AU,2022-02-08 05:06:32
326,Ritchie,-29.038,24.6028,74.19,40,77,2.42,ZA,2022-02-08 05:06:33
327,Mwinilunga,-11.7358,24.4293,61.79,98,100,2.93,ZM,2022-02-08 05:06:33
328,Qaqortoq,60.7167,-46.0333,1.96,53,69,34.61,GL,2022-02-08 05:06:34
329,Leticia,-4.2153,-69.9406,73.45,100,75,2.3,CO,2022-02-08 05:06:34
330,Yovon,38.3141,69.0378,42.48,58,100,2.53,TJ,2022-02-08 05:06:34
331,Huadian,42.9633,126.7478,22.66,71,12,6.62,CN,2022-02-08 05:06:35
332,Mananjary,-21.2167,48.3333,80.78,84,100,9.33,MG,2022-02-08 05:06:35
333,Grindavik,63.8424,-22.4338,28.87,93,100,46.04,IS,2022-02-08 05:06:24
334,Fort Nelson,58.8053,-122.7002,-0.35,100,62,2.26,CA,2022-02-08 05:06:36
335,Kosh-Agach,50.0,88.6667,-12.42,79,97,1.61,RU,2022-02-08 05:06:36
336,Monmouth,40.3001,-74.1663,38.86,94,100,4.61,US,2022-02-08 05:02:44
337,Matara,5.9485,80.5353,84.38,64,92,5.14,LK,2022-02-08 05:06:37
338,Coihaique,-45.5752,-72.0662,57.15,54,0,3.44,CL,2022-02-08 05:06:37
339,Taoudenni,22.6783,-3.9836,63.57,15,0,10.4,ML,2022-02-08 05:06:38
340,Pisco,-13.7,-76.2167,67.01,88,0,3.44,PE,2022-02-08 05:06:38
341,Husavik,66.0449,-17.3389,27.16,76,98,15.05,IS,2022-02-08 05:06:38
342,Novooleksiyivka,46.2269,34.6428,42.08,97,100,12.62,UA,2022-02-08 05:06:39
343,Airai,-8.9266,125.4092,72.09,75,77,1.92,TL,2022-02-08 05:06:39
344,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.09,100,100,1.28,BR,2022-02-08 05:06:40
345,Magistralnyy,56.1725,107.4458,13.01,88,100,5.5,RU,2022-02-08 05:06:40
346,Borsec,46.95,25.5667,28.17,88,100,5.53,RO,2022-02-08 05:06:41
347,Syracuse,37.0881,15.2792,51.17,45,84,29.59,IT,2022-02-08 05:05:09
348,Upata,8.0086,-62.3989,69.12,92,58,3.56,VE,2022-02-08 05:06:41
349,Bayanday,53.0661,105.5139,14.77,79,99,10.56,RU,2022-02-08 05:06:42
350,Richards Bay,-28.783,32.0377,73.33,80,15,4.99,ZA,2022-02-08 05:06:42
351,Peremyshlyany,49.6652,24.5585,32.34,92,100,13.58,UA,2022-02-08 05:06:42
352,Moses Lake,47.1301,-119.2781,43.61,91,60,1.81,US,2022-02-08 05:02:49
353,Bentiu,9.2333,29.8333,68.05,20,100,4.9,SS,2022-02-08 05:06:43
354,San Carlos Del Zulia,9.0,-71.9135,74.68,85,88,3.38,VE,2022-02-08 05:06:43
355,Balabac,7.9868,117.0645,83.1,74,97,15.64,PH,2022-02-08 05:06:44
356,Sahuaripa,29.05,-109.2333,54.81,26,0,6.69,MX,2022-02-08 05:06:44
357,Itaobim,-16.5667,-41.8333,70.29,95,98,1.1,BR,2022-02-08 05:06:44
358,Biaora,23.8667,76.9167,73.2,24,0,3.65,IN,2022-02-08 05:06:45
359,Tilichiki,60.4667,166.1,-8.66,84,6,7.92,RU,2022-02-08 05:06:45
360,Acari,-15.4311,-74.6158,71.44,81,91,1.86,PE,2022-02-08 05:06:46
361,Port Antonio,18.18,-76.4612,76.91,82,2,6.73,JM,2022-02-08 05:06:46
362,Abu Dhabi,24.4667,54.3667,68.11,61,40,12.66,AE,2022-02-08 05:06:46
363,Shwebo,22.5667,95.7,77.95,30,0,3.18,MM,2022-02-08 05:06:47
364,Codajas,-3.8367,-62.0569,72.7,98,95,1.59,BR,2022-02-08 05:06:47
365,Montes Altos,-5.8333,-47.0667,70.9,98,66,1.63,BR,2022-02-08 05:06:48
366,Oistins,13.0667,-59.5333,77.09,73,40,13.8,BB,2022-02-08 05:06:48
367,Stykkisholmur,65.0757,-22.7297,28.62,92,100,24.38,IS,2022-02-08 05:06:48
368,Paamiut,61.994,-49.6678,-0.51,94,100,12.55,GL,2022-02-08 05:03:11
369,Newport,51.5877,-2.9984,52.45,82,100,17.96,GB,2022-02-08 05:02:25
370,Ossora,59.2353,163.0719,10.67,92,100,8.37,RU,2022-02-08 05:06:49
371,Morgan City,29.6994,-91.2068,46.99,75,0,4.61,US,2022-02-08 05:06:49
372,Faanui,-16.4833,-151.75,81.48,78,100,19.98,PF,2022-02-08 05:05:16
373,Weatherford,32.7593,-97.7972,45.23,53,0,7.61,US,2022-02-08 05:01:57
374,Agde,43.3108,3.4758,44.89,57,0,8.05,FR,2022-02-08 05:06:50
375,East London,-33.0153,27.9116,74.34,83,0,2.3,ZA,2022-02-08 05:06:51
376,Perelyub,51.8667,50.3667,13.21,94,100,1.97,RU,2022-02-08 05:06:51
377,Mahajanga,-15.7167,46.3167,84.22,74,20,9.22,MG,2022-02-08 05:06:51
378,Darnah,32.767,22.6367,56.8,79,35,21.23,LY,2022-02-08 05:06:52
379,Alekseyevskaya,50.2896,42.1845,32.74,97,100,12.55,RU,2022-02-08 05:06:52
380,Moree,-29.4667,149.85,86.02,30,75,10.36,AU,2022-02-08 05:06:53
381,Azul,-36.777,-59.8585,59.34,89,0,6.35,AR,2022-02-08 05:06:53
382,Garmsar,35.2182,52.3409,42.84,43,0,2.46,IR,2022-02-08 05:06:53
383,Angoche,-16.2325,39.9086,76.77,90,77,9.62,MZ,2022-02-08 05:06:54
384,Vaitape,-16.5167,-151.75,81.46,78,100,20.02,PF,2022-02-08 05:04:40
385,Lowestoft,52.4752,1.7516,48.45,88,56,16.71,GB,2022-02-08 05:06:54
386,Iquitos,-3.7481,-73.2472,71.64,100,100,3.44,PE,2022-02-08 05:06:55
387,Ottawa,45.4112,-75.6981,12.97,100,74,4.32,CA,2022-02-08 05:06:10
388,Nizhniy Tsasuchey,50.5167,115.1333,14.68,83,100,3.69,RU,2022-02-08 05:06:56
389,Shakhovskaya,56.0283,35.5097,30.2,89,100,11.1,RU,2022-02-08 05:06:56
390,Araouane,18.9048,-3.5265,62.02,13,45,9.69,ML,2022-02-08 05:06:56
391,Sorland,67.667,12.6934,35.67,93,100,26.26,NO,2022-02-08 05:06:57
392,Winnemucca,40.973,-117.7357,24.85,68,0,8.05,US,2022-02-08 05:06:57
393,Erenhot,43.6475,111.9767,18.93,60,1,12.97,CN,2022-02-08 05:06:58
394,Karpathos,35.507,27.2132,60.76,77,40,18.41,GR,2022-02-08 05:06:58
395,Wanning,18.8003,110.3967,75.22,83,84,11.12,CN,2022-02-08 05:06:58
396,Loma Alta,15.3967,-88.5597,66.34,98,6,1.14,HN,2022-02-08 05:06:59
397,Neuquen,-38.9516,-68.0591,75.94,27,5,11.74,AR,2022-02-08 05:06:33
398,Almaznyy,48.0448,40.045,35.74,89,100,15.26,RU,2022-02-08 05:06:59
399,Kohima,25.6667,94.1167,56.17,53,7,3.58,IN,2022-02-08 05:06:59
400,Alice Springs,-23.7,133.8833,96.22,43,39,11.5,AU,2022-02-08 05:07:00
401,Ancona,43.55,13.1667,42.67,70,0,4.61,IT,2022-02-08 05:07:00
402,Mandurah,-32.55,115.7,79.14,56,9,11.81,AU,2022-02-08 05:07:00
403,Harper,4.375,-7.7169,78.28,84,89,5.19,LR,2022-02-08 05:07:01
404,Taywarah,33.35,64.4167,21.78,64,95,1.86,AF,2022-02-08 05:07:01
405,Voyvozh,62.892,54.9635,3.49,91,100,6.98,RU,2022-02-08 05:07:01
406,Sibolga,1.7427,98.7792,86.0,59,75,4.52,ID,2022-02-08 05:07:02
407,Kaitangata,-46.2817,169.8464,58.93,79,1,6.85,NZ,2022-02-08 05:07:02
408,Velikiy Ustyug,60.7644,46.3106,3.88,98,85,4.83,RU,2022-02-08 05:07:02
409,Buta,2.7858,24.73,62.29,54,19,2.53,CD,2022-02-08 05:07:03
410,Bantou,26.2151,117.4893,48.72,83,100,3.44,CN,2022-02-08 05:07:04
411,Sanary-Sur-Mer,43.1178,5.8001,42.75,49,7,4.05,FR,2022-02-08 05:07:04
412,Waipawa,-41.4122,175.5153,67.93,93,100,5.79,NZ,2022-02-08 05:05:35
413,Maragogi,-9.0122,-35.2225,76.73,78,18,5.32,BR,2022-02-08 05:07:05
414,Sorong,-0.8833,131.25,83.23,72,50,3.06,ID,2022-02-08 05:07:05
415,Quatre Cocos,-20.2078,57.7625,82.51,74,100,12.88,MU,2022-02-08 05:05:14
416,Karratha,-20.7377,116.8463,88.5,62,74,10.11,AU,2022-02-08 05:07:05
417,Marrakesh,31.6315,-8.0083,57.27,47,26,3.44,MA,2022-02-08 05:07:06
418,Yar-Sale,66.8333,70.8333,0.9,87,100,16.24,RU,2022-02-08 05:07:07
419,Haapiti,-17.5667,-149.8667,83.93,77,100,19.13,PF,2022-02-08 05:07:07
420,Kryve Ozero,47.9524,30.3493,33.24,98,100,14.18,UA,2022-02-08 05:07:07
421,Coria,39.9879,-6.5377,40.62,68,0,4.34,ES,2022-02-08 05:07:08
422,La Ronge,55.1001,-105.2842,31.84,88,98,11.79,CA,2022-02-08 05:07:08
423,Maarianhamina,60.0973,19.9348,33.66,86,20,10.36,AX,2022-02-08 05:07:09
424,Lunenburg,44.3835,-64.3155,33.22,96,100,7.78,CA,2022-02-08 05:02:21
425,Buala,-8.145,159.5921,82.94,80,100,11.92,SB,2022-02-08 05:07:09
426,Penzance,50.1186,-5.5371,51.01,80,100,17.45,GB,2022-02-08 05:07:10
427,Inhambane,-23.865,35.3833,76.98,80,29,11.41,MZ,2022-02-08 05:07:10
428,Cayenne,4.9333,-52.3333,80.1,84,75,4.61,GF,2022-02-08 05:07:10
429,San Rafael,-34.6177,-68.3301,72.91,42,5,7.45,AR,2022-02-08 05:07:11
430,Trat,12.5,102.5,92.91,34,34,2.93,TH,2022-02-08 05:07:11
431,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,100,100,4.47,RU,2022-02-08 05:03:15
432,Njeru,0.4186,33.1731,67.82,83,100,5.06,UG,2022-02-08 05:07:12
433,Novi Di Modena,44.8905,10.9014,41.49,59,0,6.51,IT,2022-02-08 05:07:12
434,Luanda,-8.8368,13.2343,72.99,89,99,5.37,AO,2022-02-08 05:07:13
435,Ambanja,-13.6833,48.45,79.75,76,43,1.95,MG,2022-02-08 05:07:13
436,Puerto Escondido,15.85,-97.0667,79.63,69,20,4.61,MX,2022-02-08 05:07:13
437,Tanout,14.9709,8.8879,57.9,15,0,11.81,NE,2022-02-08 05:07:14
438,Nagato,34.3833,131.2,46.2,65,70,7.92,JP,2022-02-08 05:07:14
439,Angoram,-4.0625,144.0661,88.59,63,48,4.81,PG,2022-02-08 05:07:14
440,Moron,-34.6534,-58.6198,65.97,63,0,3.24,AR,2022-02-08 05:07:15
441,Rafraf,37.1904,10.1837,53.91,62,69,13.11,TN,2022-02-08 05:07:15
442,Port Blair,11.6667,92.75,82.44,74,40,13.8,IN,2022-02-08 05:07:16
443,Tura,25.5198,90.2201,67.98,44,0,3.91,IN,2022-02-08 05:07:16
444,Denpasar,-8.65,115.2167,89.26,70,20,8.05,ID,2022-02-08 05:03:18
445,Keuruu,62.2667,24.7,24.75,100,83,2.62,FI,2022-02-08 05:07:17
446,Oxbow,49.2333,-102.1676,31.64,87,44,20.76,CA,2022-02-08 05:07:17
447,Shelburne,44.0787,-80.2041,23.27,97,89,5.48,CA,2022-02-08 05:07:18
448,Seoul,37.5683,126.9778,44.11,25,62,6.6,KR,2022-02-08 05:05:22
449,Nalut,30.3333,10.85,47.17,79,5,13.38,LY,2022-02-08 05:07:18
450,Pringsewu,-5.3582,104.9744,85.24,73,86,2.95,ID,2022-02-08 05:07:19
451,Saldanha,-33.0117,17.9442,63.19,96,64,6.87,ZA,2022-02-08 05:07:19
452,Imeni Poliny Osipenko,52.4201,136.4853,3.81,88,100,3.29,RU,2022-02-08 05:07:19
453,Komsomolets,53.7453,62.0708,7.02,97,84,6.44,KZ,2022-02-08 05:07:20
454,Kieta,-6.2167,155.6333,83.73,79,99,9.04,PG,2022-02-08 05:07:20
455,Mantua,45.1667,10.7833,40.82,51,0,6.31,IT,2022-02-08 05:07:20
456,Juneau,58.3019,-134.4197,37.22,94,100,24.16,US,2022-02-08 05:04:46
457,Krasnoye,49.9145,24.6134,33.19,88,100,12.88,UA,2022-02-08 05:07:21
458,Puerto Ayacucho,5.6639,-67.6236,74.66,90,100,3.56,VE,2022-02-08 05:07:21
459,Mitchell,43.7094,-98.0298,39.18,48,0,9.22,US,2022-02-08 05:07:22
460,Mayumba,-3.432,10.6554,76.42,92,100,7.56,GA,2022-02-08 05:07:22
461,Limbang,4.75,115.0,86.11,50,86,3.4,MY,2022-02-08 05:07:23
462,Puerto Quijarro,-17.7833,-57.7667,74.01,68,100,2.1,BO,2022-02-08 05:07:23
463,Temanggung,-7.3162,110.1755,72.0,69,91,5.55,ID,2022-02-08 05:07:23
464,Khasan,42.4308,130.6434,30.51,42,2,8.08,RU,2022-02-08 05:07:24
465,Tahta,26.7693,31.5021,52.11,44,0,6.02,EG,2022-02-08 05:07:24
466,Krasnoselkup,65.7,82.4667,-19.01,98,56,6.64,RU,2022-02-08 05:07:25
467,Laguna De Perlas,12.3429,-83.6712,75.4,78,5,7.0,NI,2022-02-08 05:07:25
468,Novobirilyussy,56.9514,90.6661,1.45,92,100,3.13,RU,2022-02-08 05:07:25
469,Lakes Entrance,-37.8811,147.981,78.57,66,87,11.07,AU,2022-02-08 05:07:26
470,Odweyne,9.4092,45.064,67.14,42,4,3.36,SO,2022-02-08 05:07:26
471,Olinda,-8.0089,-34.8553,78.62,72,23,6.78,BR,2022-02-08 05:03:39
472,Alcantara,-2.4089,-44.4147,79.0,89,33,4.32,BR,2022-02-08 05:07:27
473,Pergamino,-33.89,-60.5736,57.18,77,0,7.16,AR,2022-02-08 05:07:27
474,Harrison,30.4091,-89.0436,42.87,78,0,3.44,US,2022-02-08 05:07:28
475,Wawa,9.9022,4.4192,72.1,26,6,4.5,NG,2022-02-08 05:07:28
476,Chapleau,47.8405,-83.4034,-2.27,100,98,1.95,CA,2022-02-08 05:07:28
477,Morondava,-20.2833,44.2833,80.49,82,100,17.11,MG,2022-02-08 05:07:17
478,Flin Flon,54.7682,-101.865,28.24,98,100,6.11,CA,2022-02-08 05:07:29
479,Farafangana,-22.8167,47.8333,79.99,89,100,13.0,MG,2022-02-08 05:07:29
480,Cururupu,-1.8283,-44.8683,74.21,96,70,1.66,BR,2022-02-08 05:07:29
481,Las Palmas,28.4204,-14.0131,61.59,59,97,2.3,ES,2022-02-08 05:07:30
482,Andijon,40.7821,72.3442,40.78,75,100,4.61,UZ,2022-02-08 05:07:30
483,Nadvoitsy,63.8667,34.3167,19.47,96,100,7.72,RU,2022-02-08 05:07:30
484,Zyryanovsk,49.7386,84.2719,0.99,88,81,0.92,KZ,2022-02-08 05:07:31
485,Awjilah,29.1081,21.2869,55.54,29,3,7.54,LY,2022-02-08 05:03:12
486,Kushiro,42.975,144.3747,26.53,84,94,4.07,JP,2022-02-08 05:04:18
487,Bandarbeyla,9.4942,50.8122,77.38,60,1,18.28,SO,2022-02-08 05:07:31
488,Leningradskiy,69.3833,178.4167,-28.64,92,4,4.97,RU,2022-02-08 05:07:32
489,Coolum Beach,-26.5333,153.1,83.34,68,13,3.0,AU,2022-02-08 05:07:32
490,Erzin,36.9559,36.2,46.92,77,96,5.21,TR,2022-02-08 05:07:32
491,Margate,51.3813,1.3862,51.66,74,100,5.01,GB,2022-02-08 05:07:33
492,Otradnoye,59.7775,30.8181,32.09,99,96,3.27,RU,2022-02-08 05:07:33
493,Ust-Kulom,61.6864,53.6902,3.63,97,100,5.68,RU,2022-02-08 05:07:34
494,Evensk,61.95,159.2333,1.29,69,20,8.75,RU,2022-02-08 05:07:34
495,Esil,51.9556,66.4042,20.79,92,80,16.22,KZ,2022-02-08 05:07:34
496,Alexandria,31.2156,29.9553,54.77,50,64,9.8,EG,2022-02-08 05:03:38
497,Kangaatsiaq,68.3065,-53.4641,-8.88,94,100,9.51,GL,2022-02-08 05:07:35
498,Adrar,20.5022,-10.0711,63.23,12,82,10.04,MR,2022-02-08 05:07:36
499,Praia Da Vitoria,38.7333,-27.0667,57.76,86,100,4.27,PT,2022-02-08 05:07:36
500,Omboue,-1.5746,9.2618,77.47,87,77,5.48,GA,2022-02-08 05:07:36
501,Ranong,9.9658,98.6348,89.35,52,63,5.3,TH,2022-02-08 05:07:37
502,Diego De Almagro,-26.3667,-70.05,64.2,36,0,1.01,CL,2022-02-08 05:07:37
503,Foam Lake,51.65,-103.5343,35.46,87,47,21.72,CA,2022-02-08 05:07:38
504,Talara,-4.5772,-81.2719,72.07,80,100,10.2,PE,2022-02-08 05:07:38
505,Iquique,-20.2208,-70.1431,64.44,77,22,1.92,CL,2022-02-08 05:07:38
506,Develi,38.3906,35.4922,29.55,92,56,5.01,TR,2022-02-08 05:07:39
507,Nishihara,26.1842,127.7558,71.26,68,40,20.71,JP,2022-02-08 05:07:39
508,Yulara,-25.2406,130.9889,94.84,28,100,17.27,AU,2022-02-08 05:07:39
509,Brigantine,39.4101,-74.3646,39.02,99,100,6.91,US,2022-02-08 05:07:40
510,Hovd,48.0056,91.6419,-3.98,70,3,3.42,MN,2022-02-08 05:07:40
511,Playas,-2.6333,-80.3833,75.25,86,100,10.98,EC,2022-02-08 05:07:40
512,Tignere,7.3667,12.65,62.31,24,17,2.33,CM,2022-02-08 05:07:41
513,Bereda,43.2686,-7.5406,39.58,100,55,1.43,ES,2022-02-08 05:07:41
514,Saint-Georges,12.0564,-61.7485,77.36,79,86,15.01,GD,2022-02-08 05:07:42
515,Kologriv,58.8275,44.3178,17.85,95,100,8.66,RU,2022-02-08 05:07:42
516,Bakchar,57.0186,82.0711,1.0,93,82,5.39,RU,2022-02-08 05:07:42
517,Takoradi,4.8845,-1.7554,78.33,88,64,4.88,GH,2022-02-08 05:07:43
518,Sompeta,18.9333,84.6,76.51,59,30,3.67,IN,2022-02-08 05:07:43
519,Avera,33.194,-82.5271,44.47,74,100,5.75,US,2022-02-08 05:07:43
520,Virginia Beach,36.8529,-75.978,42.03,95,100,1.99,US,2022-02-08 05:04:43
521,Kotturu,14.8167,76.2167,80.1,42,95,2.42,IN,2022-02-08 05:07:44
522,Sao Paulo De Olivenca,-3.3783,-68.8725,72.79,100,100,2.48,BR,2022-02-08 05:07:44
523,Olenegorsk,68.15,33.3,6.64,100,87,4.88,RU,2022-02-08 05:07:45
524,Altus,34.6381,-99.334,37.47,58,0,5.75,US,2022-02-08 05:07:45
525,Bougouni,11.417,-7.479,68.86,15,50,6.2,ML,2022-02-08 05:07:18
526,Kibaya,-5.3,36.5667,60.28,91,100,1.97,TZ,2022-02-08 05:07:45
527,Benguela,-12.5763,13.4055,76.12,77,100,1.39,AO,2022-02-08 05:07:46
528,Kahramanmaras,38.0,37.0,32.63,97,95,4.59,TR,2022-02-08 05:07:46
529,Karlskoga,59.3267,14.5239,36.72,96,100,15.93,SE,2022-02-08 05:06:40
530,Pangkalanbuun,-2.6833,111.6167,84.33,74,99,3.36,ID,2022-02-08 05:07:47
531,Villa Carlos Paz,-31.4241,-64.4978,55.08,10,0,4.12,AR,2022-02-08 05:07:47
532,Broome,42.2506,-75.833,32.0,75,100,3.0,US,2022-02-08 05:07:47
533,Fortuna Foothills,32.6578,-114.4119,61.7,19,0,3.0,US,2022-02-08 05:07:48
534,Tyup,42.7276,78.3648,25.2,75,97,0.78,KG,2022-02-08 05:07:48
535,Praia,14.9215,-23.5087,64.94,88,20,6.91,CV,2022-02-08 05:04:38
536,Selkirk,50.1436,-96.8845,16.14,88,93,13.27,CA,2022-02-08 05:05:03
537,Lorengau,-2.0226,147.2712,85.37,70,53,8.72,PG,2022-02-08 05:07:49
538,Matay,28.419,30.7792,50.95,47,0,1.83,EG,2022-02-08 05:07:49
539,Miyako,39.6367,141.9525,38.48,48,100,6.71,JP,2022-02-08 05:07:49
540,Barra Patuca,15.8,-84.2833,73.29,79,12,2.33,HN,2022-02-08 05:07:50
541,Strai,58.2,7.9,43.39,74,20,14.97,NO,2022-02-08 05:07:50
542,Illapel,-31.6308,-71.1653,67.73,73,0,1.25,CL,2022-02-08 05:07:50
543,Guanica,17.9716,-66.908,75.2,86,20,1.99,PR,2022-02-08 05:07:51
544,Pottstown,40.2454,-75.6496,36.64,94,100,3.0,US,2022-02-08 05:07:51
545,Linxi,39.7,118.4333,40.33,20,0,5.66,CN,2022-02-08 05:07:51
546,Macenta,8.5435,-9.471,63.41,55,56,0.83,GN,2022-02-08 05:07:52
547,Mogadishu,2.0371,45.3438,74.73,76,96,16.24,SO,2022-02-08 05:07:52
548,Tokmak,47.2514,35.7058,41.25,95,100,8.55,UA,2022-02-08 05:07:52
549,Makat,47.6469,53.3463,28.09,91,100,2.33,KZ,2022-02-08 05:07:53
550,Betsiamites,48.9413,-68.646,19.49,94,100,10.85,CA,2022-02-08 05:07:53
551,Pacific Grove,36.6177,-121.9166,58.62,88,0,5.99,US,2022-02-08 05:07:53
552,Yeppoon,-23.1333,150.7333,83.98,60,17,13.94,AU,2022-02-08 05:07:54
553,Comodoro Rivadavia,-45.8667,-67.5,78.66,24,0,18.41,AR,2022-02-08 05:06:36
554,Ozark,37.0209,-93.206,39.61,75,2,5.39,US,2022-02-08 05:07:55
555,Gamba,-2.65,10.0,76.53,92,100,5.14,GA,2022-02-08 05:07:55
556,Inuvik,68.3499,-133.7218,-36.94,100,100,2.33,CA,2022-02-08 05:07:55
557,Rongcheng,30.634,117.8517,36.64,99,100,3.27,CN,2022-02-08 05:07:56
558,Usinsk,65.9939,57.5281,7.07,85,100,9.93,RU,2022-02-08 05:07:56
559,Mindelo,16.8901,-24.9804,63.95,88,20,6.91,CV,2022-02-08 05:07:56
560,Clyde River,70.4692,-68.5914,-36.92,71,40,3.36,CA,2022-02-08 05:07:43
561,Batticaloa,7.7102,81.6924,81.54,64,57,10.98,LK,2022-02-08 05:07:57
562,Nchelenge,-9.3451,28.734,67.3,91,100,4.45,ZM,2022-02-08 05:07:57
563,Lac Du Bonnet,50.2536,-96.0612,18.73,92,100,10.2,CA,2022-02-08 05:07:57
564,San Vicente,-26.6167,-54.1333,53.91,56,0,2.57,AR,2022-02-08 05:07:58
565,Ibra,22.6906,58.5334,63.39,58,5,2.84,OM,2022-02-08 05:07:58
566,Honningsvag,70.9821,25.9704,29.95,80,43,21.85,NO,2022-02-08 05:07:59
567,Ishigaki,24.3448,124.1572,65.79,76,100,26.33,JP,2022-02-08 05:07:59
568,Miquelon,47.0975,-56.3814,32.07,71,100,19.89,PM,2022-02-08 05:07:59
569,San Giovanni In Fiore,39.2633,16.6996,32.47,68,16,20.94,IT,2022-02-08 05:08:00
570,Kafanchan,9.5833,8.3,64.81,25,56,6.31,NG,2022-02-08 05:08:00
571,Laem Sing,12.4816,102.0738,96.94,84,49,6.04,TH,2022-02-08 05:08:01
572,Sandviken,60.6167,16.7667,32.7,88,100,10.4,SE,2022-02-08 05:08:01
573,Ludwigslust,53.3167,11.5,40.82,86,100,13.91,DE,2022-02-08 05:08:01
574,Iranshahr,27.2025,60.6848,58.95,51,0,4.81,IR,2022-02-08 05:08:02
575,Sakakah,29.9697,40.2064,49.35,45,0,5.3,SA,2022-02-08 05:08:02
576,Vestmanna,62.1564,-7.1664,32.92,80,75,37.98,FO,2022-02-08 05:08:02
577,Makokou,0.5738,12.8642,68.92,92,7,2.95,GA,2022-02-08 05:08:03
578,Joshimath,30.5667,79.5667,48.92,36,0,3.74,IN,2022-02-08 05:08:04
579,Chilca,-12.5211,-76.7372,70.61,82,100,5.61,PE,2022-02-08 05:08:04
580,San Cristobal,7.7669,-72.225,69.98,79,88,1.36,VE,2022-02-08 05:08:04
581,Minna,9.6139,6.5569,73.9,17,47,9.75,NG,2022-02-08 05:08:05
582,Nyimba,-14.5566,30.8149,67.35,94,58,1.36,ZM,2022-02-08 05:08:05
583,Lavrentiya,65.5833,-171.0,-26.68,91,1,11.7,RU,2022-02-08 05:08:06
